Cat…leg prestacions ortoprotŠtiques - Novembre 2025;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Grup - codi;Grup - descripci¢;Subgrup - codi;Subgrup - descripci¢;Categoria - codi;Categoria aparell;Tipus de producte - codi;Tipus de producte ;Import m…xim de facturaci¢ (?);Aportaci¢ usuari/a (?);Aportaci¢ CatSalut (?);·mbit de prescripci¢ de l'aparell;Indicador informe cl¡nic;Classificaci¢ de l'aparell;Edat m¡nima;Edat m…xima;Indicador de bilateralitat;Indicador validaci¢ sanit…ria;Periodicitat prescripci¢ (mesos)
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 050;M…niga per a cremats i grans queloides;EPQ 050D;M…niga abastant l'espatlla per a cremats i grans queloides, a mida;154,47;30;124,47;H;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 050;M…niga per a cremats i grans queloides;EPQ 050E;M…niga abastant l'espatlla amb guantellet per a cremats i grans queloides, a mida;213,66;30;183,66;H;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 050;M…niga per a cremats i grans queloides;EPQ 050F;M…niga abastant l'espatlla amb guant per a cremats i grans queloides, a mida;298,73;30;268,73;H;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 060;Guant amb dits per a peu per a cremats i grans queloides;EPQ 060A;Guant amb dits sense protecci¢ distal per a peu per a cremats i grans queloides, a mida;149,67;30;119,67;H;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 060;Guant amb dits per a peu per a cremats i grans queloides;EPQ 060B;Guant amb dits amb protecci¢ distal per a peu per a cremats i grans queloides, a mida;152,14;30;122,14;H;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 070;Mitja per a cremats i grans queloides;EPQ 070A;Mitja fins al genoll per a cremats i grans queloides, a mida;106,82;30;76,82;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 070;Mitja per a cremats i grans queloides;EPQ 070B;Mitja sencera per a cremats i grans queloides, a mida;165,44;30;135,44;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 070;Mitja per a cremats i grans queloides;EPQ 070C;Mitja sencera amb subjecci¢ a la cintura per a cremats i grans queloides, a mida;173,03;30;143,03;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 080;Panties per a cremats i grans queloides;EPQ 080A;Pantis d'una extremitat per a cremats i grans queloides, a mida;282,15;30;252,15;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 080;Panties per a cremats i grans queloides;EPQ 080B;Pantis (de dues cames) per a cremats i grans queloides, a mida;353,67;30;323,67;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 090;Pantalons per a cremats i grans queloides;EPQ 090A;Pantalons de camal curt per a cremats i grans queloides, a mida;251,82;30;221,82;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 090;Pantalons per a cremats i grans queloides;EPQ 090B;Pantalons per a cremats i grans queloides, a mida;309,79;30;279,79;D;N;M;--;--;S;N;6
0407;Productes per a la prevenci¢ i el tractament cicatrius patol•giques;040700;Peces de compressi¢ per a bra‡os, cames i altres parts del cos per a cremats i grans quelo;EPQ 100;Turmellera per a cremats i grans queloides;EPQ 100A;Turmellera per a cremats i grans queloides, a mida;82,96;30;52,96;D;N;M;--;--;S;N;6
0433;Productes de suport per a la prevenci¢ de les £lceres per pressi¢;043300; coixins per prevenir les £lceres per pressi¢;ECJ 000;Coix¡ per prevenir les £lceres per pressi¢, d'una sola pe‡a de silicona, gel o altres mat;ECJ 000A;Coix¡ per prevenir les £lceres per pressi¢, d'una sola pe‡a de silicona, gel o altres materials, per a usuaris de cadires de rodes amb alt risc d'£lcera per pressi¢;115,97;30;85,97;P;N;E;--;--;N;N;36
0433;Productes de suport per a la prevenci¢ de les £lceres per pressi¢;043300; coixins per prevenir les £lceres per pressi¢;ECJ 010;Coix¡ per prevenir les £lceres per pressi¢, modular, de diferents materials amb base ferma;ECJ 010A;Coix¡ per prevenir les £lceres per pressi¢, modular,  de diferents materials amb base ferma, per a usuaris de cadires de rodes amb patologia medulúlar de qualsevol etiologia o dany cerebral adquirit;355,47;30;325,47;B;S;A;--;--;N;S;36
0433;Productes de suport per a la prevenci¢ de les £lceres per pressi¢;043300; coixins per prevenir les £lceres per pressi¢;ECJ 020;Coix¡ per a prevenir les £lceres per pressi¢, amb m£ltiples celúles d'aire, o altres mater;ECJ 020A;Coix¡ per prevenir les £lceres per pressi¢, amb m£ltiples celúles d'aire o altres materials, independents unides per una base, per a usuaris de cadires de rodes amb patologia medulúlar de qualsevol etiologia o dany cerebral adquirit;677,77;30;647,77;H;S;A;--;--;N;S;36
0448;Equipaments per a l'aprenentatge del moviment de la for‡a i de l'equilibri;044806;Aparells bipedestaci¢;EBI 000;Aparell de bipedestaci¢;EBI 000A;Bipedestador de nen;1705,8;30;1675,8;H;S;A;--;--;N;S;24
0448;Equipaments per a l'aprenentatge del moviment de la for‡a i de l'equilibri;044806;Aparells bipedestaci¢;EBI 000;Aparell de bipedestaci¢;EBI 000B;Bipedestador d'adult;2282,91;30;2252,91;H;S;A;--;--;N;S;36
0448;Equipaments per a l'aprenentatge del moviment de la for‡a i de l'equilibri;044821;Plans inclinables;EPI 000;Pla inclinat;EPI 000A;Pla inclinat pron / sup¡ per a nens;1769,27;30;1739,27;H;S;A;--;--;N;S;36
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 000;Tancament per a peces de compressi¢;EPC 000A;Tancament de cremallera, a mida;30,42;0;30,42;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 000;Tancament per a peces de compressi¢;EPC 000B;Tancament de gafets, a mida;18,46;0;18,46;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 000;Tancament per a peces de compressi¢;EPC 000C;Tancament de Velcro, a mida;17,99;0;17,99;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010A;Obertura de mames, a mida;18,46;0;18,46;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010B;Confecci¢ de copes, a mida;14,47;0;14,47;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010C;Confecci¢ de bossa escrotal, a mida;55;0;55;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010D;Adaptaci¢ anat•mica articular, a mida;23,67;0;23,67;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010E;Adaptaci¢ tŠxtil, a mida;34,13;0;34,13;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010F;Inserci¢ de butxaca, a mida;35;0;35;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 010;Adaptaci¢ per a peces de compressi¢;EPC 010G;Coixinets limf…tics, a mida;33,69;0;33,69;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020A;Banda proximal de subjecci¢ per a peces de compressi¢ pera limfedema, a mida;36,52;0;36,52;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020B;Suport de silicona per a cremats i grans queloides, a mida;16,96;0;16,96;H;N;M;--;--;N;N;6
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020C;Banda addicional de subjecci¢ per a peces autoajustables de baixa elasticitat o inel…stiques per a limfedema, prefabricada;32,74;0;32,74;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020D;Funda de protecci¢ per al bra‡ per a £s amb peces autoajustables de compressi¢;26,44;0;26,44;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020E;Funda de protecci¢ per a la cama per a £s amb peces autoajustables de compressi¢;32,91;0;32,91;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020F;Coixinet embuatat ÿper a limfedema de la zona genital per a home, prefabricat;88,94;0;88,94;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020G;Coixinet embuatat per a limfedema de la zona genital per a dona, prefabricat;76,78;0;76,78;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020H;Coixinet embuatat per a limfedema de pit unilateral, prefabricat;56,76;0;56,76;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020I;Coixinet embuatat per a limfedema de pit bilateral, prefabricat ;164,01;0;164,01;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020J;Coixinet embuatat per a limfedema de la fossa axilúlar, prefabricat;37,03;0;37,03;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020K;Coixinet embuatat per a limfedema de l?abdomen, prefabricat;53,9;0;53,9;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020L;Coixinet embuatat per a limfedema de turmell, prefabricat;41,03;0;41,03;H;N;A;--;--;S;N;12
0490;Complements per a les peces de compressi¢;049000;Complements per a les peces de compressi¢ (per a limfedema, cremats i grans queloides);EPC 020;Altres complements per a peces de compressi¢;EPC 020M;Coixinet embuatat per a limfedema del dors de la m…, prefabricat;33,88;0;33,88;H;N;A;--;--;S;N;12
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 000;Ortesi lumbo-sacra semir¡gida;OTL 000A;Ortesi lumbo-sacra semir¡gida el…stica amb fleixos posteriors;68,28;30;38,28;B;N;E;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 000;Ortesi lumbo-sacra semir¡gida;OTL 000B;Ortesi lumbo-sacra semir¡gida al teixit no el…stic;88,2;30;58,2;B;N;E;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 000;Ortesi lumbo-sacra semir¡gida;OTL 000C;Ortesi lumbo-sacra semir¡gida al teixit el…stic o no el…stic per abdomen pŠndol;99;30;69;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 000;Ortesi lumbo-sacra semir¡gida;OTL 000D;Ortesi lumbo-sacra semir¡gida per a eventraci¢ i / o ostomia;99;30;69;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 000;Ortesi lumbo-sacra semir¡gida;OTL 000E;Ortesi lumbo-sacra semir¡gida, a mida, per a usuaris amb caracter¡stiques especials que no permeten adaptar les prefabricades;290,95;30;260,95;B;S;M;--;--;N;S;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 010;Ortesi lumbo-sacra r¡gida;OTL 010A;Ortesi lumbo-sacra r¡gida, prefabricada;277,31;30;247,31;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 010;Ortesi lumbo-sacra r¡gida;OTL 010B;Ortesi lumbo-sacra r¡gida en termopl…stic, a mida;538,49;30;508,49;B;S;M;--;--;N;S;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 010;Ortesi lumbo-sacra r¡gida;OTL 010C;Ortesi lumbo-sacra Knight;186,3;30;156,3;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060306;Ortesi lumbosacra;OTL 010;Ortesi lumbo-sacra r¡gida;OTL 010D;Ortesi lumbo-sacra amb carcassa r¡gida posterior i teixit el…stic;218,1;30;188,1;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 000;Ortesi toraco-lumbar semir¡gida;OTD 000A;Ortesi toraco-lumbar semir¡gida;104,5;30;74,5;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 000;Ortesi toraco-lumbar semir¡gida;OTD 000B;Ortesi toraco-lumbar semir¡gida per a abdomen pŠndol;104,5;30;74,5;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 000;Ortesi toraco-lumbar semir¡gida;OTD 000C;Ortesi toraco-lumbar semir¡gida, a mida, per a usuaris amb caracter¡stiques especials que no permeten adaptar les prefabricades;242,18;30;212,18;B;S;M;--;--;N;S;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 010;Ortesi per a pectus carinatum (t•rax de quilla) o excavatum;OTD 010A;Cotilla per a pectus carinatum (t•rax de quilla) o pectus excavatum, a mida;647,65;30;617,65;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 010;Ortesi per a pectus carinatum (t•rax de quilla) o excavatum;OTD 010B;Ortesi per a pectus carinatum (t•rax de quilla), prefabricada;495;30;465;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 020;Ortesi toraco-lumbar r¡gida;OTD 020A;Ortesi toraco-lumbar r¡gida monovalva per a immobilitzaci¢ en termopl…stic, prefabricada;275;30;245;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 020;Ortesi toraco-lumbar r¡gida;OTD 020B;Ortesi toraco-lumbar r¡gida bivalva amb suport esternal per a immobilitzaci¢ en termopl…stic, prefabricada;448,13;30;418,13;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 020;Ortesi toraco-lumbar r¡gida;OTD 020C;Ortesi toraco-lumbar r¡gida per a immobilitzaci¢ en termopl…stic, a mida;688,57;30;658,57;B;S;M;--;--;N;S;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 020;Ortesi toraco-lumbar r¡gida;OTD 020D;Ortesi toraco-lumbar Taylor prefabricada;214,19;30;184,19;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 020;Ortesi toraco-lumbar r¡gida;OTD 020E;Ortesi toraco-lumbar amb carcassa r¡gida posterior i teixit el…stic;341;30;311;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 030;Cotilla r¡gida per a cifolordosi;OTD 030A;Cotilla r¡gida de correcci¢ progressiva per a cifolordosi, a mida;988,8;30;958,8;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 030;Cotilla r¡gida per a cifolordosi;OTD 030B;Cotilla r¡gida de correcci¢ progressiva per a cifolordosi articulada, a mida;988,8;30;958,8;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 040;Cotilla per a escoliosi, a mida;OTD 040A;Cotilla de Stagnara o Lyones, a mida;977,66;30;947,66;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 040;Cotilla per a escoliosi, a mida;OTD 040B;Cotilla de Cheneau, amb coixinets de pressi¢, a mida;1048,49;30;1018,49;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 040;Cotilla per a escoliosi, a mida;OTD 040C;Cotilla de Michel, a mida;910,8;30;880,8;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 050;Cotilla tipus Boston;OTD 050A;Cotilla tipus Boston, en termopl…stic amb obertures d'expansi¢ i coixinets de pressi¢, amb m•dul prefabricat;880;30;850;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 050;Cotilla tipus Boston;OTD 050B;Cotilla tipus Boston, en termopl…stic amb obertures d'expansi¢ i coixinets de pressi¢, talla especial;894,83;30;864,83;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 050;Cotilla tipus Boston;OTD 050C;Cotilla tipus Boston tova;816,42;30;786,42;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 050;Cotilla tipus Boston;OTD 050D;Cotilla tipus Boston, en termopl…stic amb obertures d'expansi¢ i coixinets de pressi¢, a mida;909,65;30;879,65;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 060;Ortesi d'£s nocturn;OTD 060A;Ortesi d'inclinaci¢ lateral d'£s nocturn, a mida;1024,89;30;994,89;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 060;Ortesi d'£s nocturn;OTD 060B;Cotilla de termopl…stic amb sistema de pressi¢ en 3 punts i zones d'expansi¢ d'£s nocturn (tipus Providence o similar), a mida;1049,07;30;1019,07;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 070;Ortesi de Kallabis;OTD 070A;Ortesi de Kallabis de tres punts;188,99;30;158,99;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 080;Ortesi d'hiperextensi¢;OTD 080A;Ortesi d'hiperextensi¢ de Jewett;216,37;30;186,37;B;N;A;--;--;N;N;24
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 080;Ortesi d'hiperextensi¢;OTD 080B;Ortesi d'hiperextensi¢ cruciforme;225,37;30;195,37;B;N;A;--;--;N;N;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 080;Ortesi d'hiperextensi¢;OTD 080C;Ortesi d'hiperextensi¢ basculant;234,37;30;204,37;B;N;A;--;--;N;N;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 090;Ja‡ postural;OTD 090A;Ja‡ postural Denis Browne per a escoliosi del lactant;442,63;30;412,63;H;S;A;--;--;N;S;12
0603;Ortesis de columna vertebral;060309;Ortesi toracolumbosacra (dorsolumbar);OTD 090;Ja‡ postural;OTD 090B;Ja‡ postural en termopl…stic, a mida previ motlle;600,46;30;570,46;H;S;M;--;--;N;S;12
0603;Ortesis de columna vertebral;060312;Ortesis cervicals;OTC 000;Ortesi cervical semir¡gida;OTC 000A;Suport cervical semir¡gid en termopl…stic tou amb refor‡, bivalve, amb suport mentoni…;43,2;30;13,2;B;N;A;--;--;N;N;24
